S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
13183,08/04/2020,Punjab,91,80,4,7
13184,09/04/2020,Punjab,101,89,4,8
13185,10/04/2020,Punjab,101,89,4,8
13186,11/04/2020,Punjab,132,116,5,11
13187,12/04/2020,Punjab,151,135,5,11
13188,13/04/2020,Punjab,151,135,5,11
13189,14/04/2020,Punjab,167,142,14,11
13190,15/04/2020,Punjab,176,150,14,12
13191,16/04/2020,Punjab,186,146,27,13
13192,17/04/2020,Punjab,186,146,27,13
13193,18/04/2020,Punjab,202,162,27,13
13194,19/04/2020,Punjab,202,162,27,13
13195,20/04/2020,Punjab,219,172,31,16
13196,21/04/2020,Punjab,245,191,38,16
13197,22/04/2020,Punjab,245,190,39,16
13198,23/04/2020,Punjab,251,186,49,16
13199,24/04/2020,Punjab,277,196,65,16
13200,25/04/2020,Punjab,298,214,67,17
13201,26/04/2020,Punjab,298,214,67,17
13202,27/04/2020,Punjab,313,224,71,18
13203,28/04/2020,Punjab,313,224,71,18
13204,29/04/2020,Punjab,322,232,71,19
13205,30/04/2020,Punjab,357,248,90,19
13206,01/05/2020,Punjab,357,248,90,19
13207,02/05/2020,Punjab,480,371,90,19
13208,03/05/2020,Punjab,772,640,112,20
13209,04/05/2020,Punjab,1102,964,117,21
13210,05/05/2020,Punjab,1233,1089,121,23
13211,06/05/2020,Punjab,1451,1293,133,25
13212,07/05/2020,Punjab,1516,1354,135,27
13213,08/05/2020,Punjab,1644,1467,149,28
13214,09/05/2020,Punjab,1731,1550,152,29
13215,10/05/2020,Punjab,1762,1574,157,31
13216,11/05/2020,Punjab,1823,1626,166,31
13217,12/05/2020,Punjab,1877,1678,168,31
13218,13/05/2020,Punjab,1914,1711,171,32
13219,14/05/2020,Punjab,1924,1692,200,32
13220,15/05/2020,Punjab,1935,1680,223,32
13221,16/05/2020,Punjab,1935,1598,305,32
13222,17/05/2020,Punjab,1946,657,1257,32
13223,18/05/2020,Punjab,1964,563,1366,35
13224,19/05/2020,Punjab,1980,396,1547,37
13225,20/05/2020,Punjab,2002,322,1642,38
13226,21/05/2020,Punjab,2005,173,1794,38
13227,22/05/2020,Punjab,2028,170,1819,39
13228,23/05/2020,Punjab,2029,143,1847,39
13229,24/05/2020,Punjab,2045,136,1870,39
13230,25/05/2020,Punjab,2060,122,1898,40
13231,26/05/2020,Punjab,2060,122,1898,40
13232,27/05/2020,Punjab,2106,148,1918,40
13233,28/05/2020,Punjab,2139,181,1918,40
13234,29/05/2020,Punjab,2158,172,1946,40
13235,30/05/2020,Punjab,2197,206,1949,42
13236,31/05/2020,Punjab,2233,222,1967,44
13237,01/06/2020,Punjab,2263,231,1987,45
13238,02/06/2020,Punjab,2301,256,2000,45
13239,03/06/2020,Punjab,2342,279,2017,46
13240,04/06/2020,Punjab,2376,300,2029,47
13241,05/06/2020,Punjab,2415,325,2043,47
13242,06/06/2020,Punjab,2461,344,2069,48
13243,07/06/2020,Punjab,2515,373,2092,50
13244,08/06/2020,Punjab,2608,451,2106,51
13245,09/06/2020,Punjab,2663,482,2128,53
13246,10/06/2020,Punjab,2719,497,2167,55
13247,11/06/2020,Punjab,2805,518,2232,55
13248,12/06/2020,Punjab,2887,569,2259,59
13249,13/06/2020,Punjab,2986,641,2282,63
13250,14/06/2020,Punjab,3063,671,2327,65
13251,15/06/2020,Punjab,3140,717,2356,67
13252,16/06/2020,Punjab,3267,753,2443,71
13253,17/06/2020,Punjab,3371,838,2461,72
13254,18/06/2020,Punjab,3497,881,2538,78
13255,19/06/2020,Punjab,3615,962,2570,83
13256,20/06/2020,Punjab,3832,1104,2636,92
13257,21/06/2020,Punjab,3952,1176,2678,98
13258,22/06/2020,Punjab,4074,1275,2700,99
13259,23/06/2020,Punjab,4235,1309,2825,101
13260,24/06/2020,Punjab,4397,1245,3047,105
13261,25/06/2020,Punjab,4627,1415,3099,113
13262,26/06/2020,Punjab,4769,1457,3192,120
13263,27/06/2020,Punjab,4957,1634,3201,122
13264,28/06/2020,Punjab,5056,1608,3320,128
13265,29/06/2020,Punjab,5216,1557,3526,133
13266,30/06/2020,Punjab,5418,1516,3764,138
13267,01/07/2020,Punjab,5568,1557,3867,144
13268,02/07/2020,Punjab,5668,1652,3867,149
13269,03/07/2020,Punjab,5784,1488,4144,152
13270,04/07/2020,Punjab,5937,1514,4266,157
13271,05/07/2020,Punjab,6109,1641,4306,162
13272,06/07/2020,Punjab,6283,1711,4408,164
13273,07/07/2020,Punjab,6491,1828,4494,169
13274,08/07/2020,Punjab,6749,2020,4554,175
13275,09/07/2020,Punjab,6907,1901,4828,178
13276,10/07/2020,Punjab,7140,2012,4945,183
13277,11/07/2020,Punjab,7357,2153,5017,187
13278,12/07/2020,Punjab,7587,2352,5040,195
13279,13/07/2020,Punjab,7821,2230,5392,199
13280,14/07/2020,Punjab,8178,2388,5586,204
13281,15/07/2020,Punjab,8511,2635,5663,213
13282,16/07/2020,Punjab,8799,2711,5867,221
13283,17/07/2020,Punjab,9094,2587,6277,230
13284,18/07/2020,Punjab,9442,2830,6373,239
13285,19/07/2020,Punjab,9792,3092,6454,246
13286,20/07/2020,Punjab,10100,3311,6535,254
13287,21/07/2020,Punjab,10510,3130,7118,262
13288,22/07/2020,Punjab,10889,3237,7389,263
13289,23/07/2020,Punjab,11301,3391,7641,269
13290,24/07/2020,Punjab,11739,3721,7741,277
13291,25/07/2020,Punjab,12216,3838,8096,282
13292,26/07/2020,Punjab,12684,4096,8297,291
13293,27/07/2020,Punjab,13218,4102,8810,306
13294,28/07/2020,Punjab,13769,4387,9064,318
13295,29/07/2020,Punjab,14378,4290,9752,336
13296,30/07/2020,Punjab,14946,4372,10213,361
13297,31/07/2020,Punjab,15456,4577,10509,370
13298,01/08/2020,Punjab,16119,4999,10734,386
13299,02/08/2020,Punjab,17063,5583,11075,405
13300,03/08/2020,Punjab,17853,5964,11466,423
13301,04/08/2020,Punjab,18527,6203,11882,442
13302,05/08/2020,Punjab,19015,6062,12491,462
13303,06/08/2020,Punjab,19856,6422,12943,491
13304,07/08/2020,Punjab,20891,6715,13659,517
13305,08/08/2020,Punjab,21930,7351,14040,539
13306,09/08/2020,Punjab,22928,7486,14880,562
13307,10/08/2020,Punjab,23903,7998,15319,586
13308,11/08/2020,Punjab,24889,8550,15735,604
13309,12/08/2020,Punjab,25889,8463,16790,636
13310,13/08/2020,Punjab,26909,9022,17212,675
13311,14/08/2020,Punjab,27936,9391,17839,706
13312,15/08/2020,Punjab,29013,9954,18328,731
13313,16/08/2020,Punjab,30041,10407,18863,771
13314,17/08/2020,Punjab,31206,10963,19431,812
13315,18/08/2020,Punjab,32696,11653,20180,863
13316,19/08/2020,Punjab,34400,11740,21762,898
13317,20/08/2020,Punjab,36084,12460,22703,921
13318,21/08/2020,Punjab,37824,13830,23037,957
13319,22/08/2020,Punjab,39327,14443,23893,991
13320,23/08/2020,Punjab,40643,15305,24302,1036
13321,24/08/2020,Punjab,41779,14165,26528,1086
13322,25/08/2020,Punjab,43284,13798,28357,1129
13323,26/08/2020,Punjab,44577,14254,29145,1178
13324,27/08/2020,Punjab,46090,14640,30231,1219
13325,28/08/2020,Punjab,47836,15608,30972,1256
13326,29/08/2020,Punjab,49378,15063,33008,1307
13327,30/08/2020,Punjab,50848,15409,34091,1348
13328,31/08/2020,Punjab,52526,15375,35747,1404
13329,01/09/2020,Punjab,53992,15512,37027,1453
13330,02/09/2020,Punjab,55508,15849,38147,1512
13331,03/09/2020,Punjab,56989,15629,39742,1618
13332,04/09/2020,Punjab,58515,15554,41271,1690
13333,05/09/2020,Punjab,60013,15731,42543,1739
13334,06/09/2020,Punjab,61527,15870,43849,1808
13335,07/09/2020,Punjab,63473,16156,45455,1862
13336,08/09/2020,Punjab,65583,16640,47020,1923
13337,09/09/2020,Punjab,67547,16230,49327,1990
13338,10/09/2020,Punjab,69684,17065,50558,2061
13339,11/09/2020,Punjab,72143,18088,51906,2149
13340,12/09/2020,Punjab,74616,19096,53308,2212
13341,13/09/2020,Punjab,77057,19384,55385,2288
13342,14/09/2020,Punjab,79679,19787,57536,2356
13343,15/09/2020,Punjab,82113,20690,58999,2424
13344,16/09/2020,Punjab,84482,21154,60814,2514
13345,17/09/2020,Punjab,87184,21022,63570,2592
13346,18/09/2020,Punjab,90032,21568,65818,2646
13347,19/09/2020,Punjab,92833,21662,68463,2708
13348,20/09/2020,Punjab,95529,22399,70373,2757
13349,21/09/2020,Punjab,97689,22278,72598,2813
13350,22/09/2020,Punjab,99930,21661,75409,2860
13351,23/09/2020,Punjab,101341,21288,77127,2926
13352,24/09/2020,Punjab,103464,21230,79244,2990
13353,25/09/2020,Punjab,105220,20679,81475,3066
13354,26/09/2020,Punjab,107096,19937,84025,3134
13355,27/09/2020,Punjab,108684,19483,86013,3188
13356,28/09/2020,Punjab,110106,18556,88312,3238
13357,29/09/2020,Punjab,111375,17746,90345,3284
13358,30/09/2020,Punjab,112460,16824,92277,3359
13359,01/10/2020,Punjab,113886,16814,93666,3406
13360,02/10/2020,Punjab,115151,15763,95937,3451
13361,03/10/2020,Punjab,116213,14935,97777,3501
13362,04/10/2020,Punjab,117319,14289,99468,3562
13363,05/10/2020,Punjab,118157,13577,100977,3603
13364,06/10/2020,Punjab,119184,12895,102648,3641
13365,07/10/2020,Punjab,120016,11982,104355,3679
13366,08/10/2020,Punjab,120860,11563,105585,3712
13367,09/10/2020,Punjab,121716,10775,107200,3741
13368,10/10/2020,Punjab,122459,10153,108533,3773
13369,11/10/2020,Punjab,123317,9752,109767,3798
13370,12/10/2020,Punjab,123973,9275,110865,3833
13371,13/10/2020,Punjab,124535,8576,112099,3860
13372,14/10/2020,Punjab,125211,8212,113105,3894
13373,15/10/2020,Punjab,125760,7760,114075,3925
13374,16/10/2020,Punjab,126230,7090,115186,3954
13375,17/10/2020,Punjab,126737,6592,116165,3980
13376,18/10/2020,Punjab,127154,6230,116925,3999
13377,19/10/2020,Punjab,127630,5735,117883,4012
13378,20/10/2020,Punjab,128103,5307,118767,4029
13379,21/10/2020,Punjab,128590,4895,119658,4037
13380,22/10/2020,Punjab,129088,4808,120220,4060
13381,23/10/2020,Punjab,129693,4466,121155,4072
13382,24/10/2020,Punjab,130157,4327,121735,4095
13383,25/10/2020,Punjab,130640,4277,122256,4107
13384,26/10/2020,Punjab,131055,4217,122721,4117
13385,27/10/2020,Punjab,131391,4219,123047,4125
13386,28/10/2020,Punjab,131737,4089,123510,4138
13387,29/10/2020,Punjab,132263,4239,123866,4158
13388,30/10/2020,Punjab,132727,4266,124293,4168
13389,31/10/2020,Punjab,133158,4101,124870,4187
13390,01/11/2020,Punjab,133658,4257,125198,4203
13391,02/11/2020,Punjab,133975,4195,125566,4214
13392,03/11/2020,Punjab,134371,4183,125961,4227
13393,04/11/2020,Punjab,134786,4226,126315,4245
13394,05/11/2020,Punjab,135313,4471,126583,4259
13395,06/11/2020,Punjab,135834,4621,126932,4281
13396,07/11/2020,Punjab,136481,4882,127304,4295
13397,08/11/2020,Punjab,136958,4827,127821,4310
13398,09/11/2020,Punjab,137445,4910,128217,4318
13399,10/11/2020,Punjab,137999,4934,128727,4338
13400,11/11/2020,Punjab,138485,5038,129089,4358
13401,12/11/2020,Punjab,139184,5246,129549,4389
13402,13/11/2020,Punjab,139869,5439,130018,4412
13403,14/11/2020,Punjab,140605,5771,130406,4428
13404,15/11/2020,Punjab,140605,5771,130406,4428
13405,16/11/2020,Punjab,141658,5769,131431,4458
13406,17/11/2020,Punjab,142082,5601,132001,4480
13407,18/11/2020,Punjab,142597,5821,132266,4510
13408,19/11/2020,Punjab,143395,5937,132917,4541
13409,20/11/2020,Punjab,144177,6194,133427,4556
13410,21/11/2020,Punjab,144995,6504,133919,4572
13411,22/11/2020,Punjab,145667,6561,134511,4595
13412,23/11/2020,Punjab,146346,6724,135008,4614
13413,24/11/2020,Punjab,147057,6687,135739,4631
13414,25/11/2020,Punjab,147665,6834,136178,4653
13415,26/11/2020,Punjab,148435,7129,136622,4684
13416,27/11/2020,Punjab,149278,7479,137089,4710
13417,28/11/2020,Punjab,150086,7719,137630,4737
13418,29/11/2020,Punjab,150805,7834,138206,4765
13419,30/11/2020,Punjab,151538,7888,138870,4780
13420,01/12/2020,Punjab,152091,7842,139442,4807
13421,02/12/2020,Punjab,152709,7634,140254,4821
13422,03/12/2020,Punjab,153308,7694,140772,4842
13423,04/12/2020,Punjab,154064,7724,141478,4862
13424,05/12/2020,Punjab,154788,7785,142121,4882
13425,06/12/2020,Punjab,155424,7727,142791,4906
13426,07/12/2020,Punjab,156226,7896,143414,4916
13427,08/12/2020,Punjab,156839,7604,144301,4934
13428,09/12/2020,Punjab,157331,7274,145093,4964
13429,10/12/2020,Punjab,157928,7325,145623,4980
13430,11/12/2020,Punjab,158556,7423,146126,5007
13431,12/12/2020,Punjab,159099,7286,146777,5036
13432,13/12/2020,Punjab,159579,7091,147431,5057
13433,14/12/2020,Punjab,160200,7076,148047,5077
13434,15/12/2020,Punjab,160659,6881,148680,5098
13435,17/12/2020,Punjab,161383,6241,150007,5135
13436,18/12/2020,Punjab,161831,6045,150636,5150
13437,19/12/2020,Punjab,162270,5981,151119,5170
13438,20/12/2020,Punjab,162705,5837,151679,5189
13439,21/12/2020,Punjab,163042,5618,152223,5201
13440,22/12/2020,Punjab,163378,5408,152758,5212
13441,23/12/2020,Punjab,163665,5053,153382,5230
13442,24/12/2020,Punjab,164145,4938,153964,5243
13443,25/12/2020,Punjab,164505,4812,154433,5260
13444,26/12/2020,Punjab,164821,4707,154845,5269
13445,27/12/2020,Punjab,165126,4436,155409,5281
13446,28/12/2020,Punjab,165405,4214,155892,5299
13447,29/12/2020,Punjab,165668,4014,156342,5312
13448,30/12/2020,Punjab,165878,3837,156719,5322
13449,31/12/2020,Punjab,166239,3865,157043,5331
13450,03/01/2021,Punjab,167012,3429,158219,5364
13451,04/01/2021,Punjab,167219,3361,158482,5376
13452,05/01/2021,Punjab,167441,3069,158972,5400
13453,06/01/2021,Punjab,167652,2983,159265,5404
13454,07/01/2021,Punjab,167910,2998,159500,5412
13455,08/01/2021,Punjab,168187,2975,159790,5422
13456,09/01/2021,Punjab,168486,3007,160042,5437
13457,10/01/2021,Punjab,168734,2952,160343,5439
13458,11/01/2021,Punjab,169033,2933,160655,5445
13459,12/01/2021,Punjab,169225,2858,160920,5447
13460,13/01/2021,Punjab,169479,2788,161235,5456
13461,14/01/2021,Punjab,169737,2817,161457,5463
13462,15/01/2021,Punjab,169950,2767,161710,5473
13463,16/01/2021,Punjab,170191,2739,161967,5485
13464,17/01/2021,Punjab,170366,2578,162289,5499
13465,18/01/2021,Punjab,170605,2617,162484,5504
13466,19/01/2021,Punjab,170729,2458,162762,5509
13467,20/01/2021,Punjab,170937,2412,163009,5516
13468,21/01/2021,Punjab,171136,2405,163211,5520
13469,22/01/2021,Punjab,171316,2343,163438,5535
13470,23/01/2021,Punjab,171522,2324,163655,5543
13471,24/01/2021,Punjab,171733,2293,163887,5553
13472,25/01/2021,Punjab,171930,2256,164119,5555
13473,27/01/2021,Punjab,172218,2106,164541,5571
13474,28/01/2021,Punjab,172406,2080,164745,5581
13475,29/01/2021,Punjab,172606,2079,164937,5590
13476,30/01/2021,Punjab,172860,2114,165145,5601
13477,31/01/2021,Punjab,173084,2184,165291,5609
13478,01/02/2021,Punjab,173276,2128,165533,5615
13479,02/02/2021,Punjab,173470,2101,165753,5616
13480,03/02/2021,Punjab,173674,2122,165924,5628
13481,04/02/2021,Punjab,173861,2130,166103,5628
13482,05/02/2021,Punjab,174057,2159,166263,5635
13483,06/02/2021,Punjab,174256,2144,166477,5635
13484,07/02/2021,Punjab,174439,2156,166643,5640
13485,08/02/2021,Punjab,174646,2176,166828,5642
13486,09/02/2021,Punjab,174838,2112,167073,5653
13487,10/02/2021,Punjab,175023,2077,167285,5661
13488,11/02/2021,Punjab,175252,2112,167465,5675
13489,12/02/2021,Punjab,175558,2224,167652,5682
13490,13/02/2021,Punjab,175804,2300,167814,5690
13491,14/02/2021,Punjab,176064,2335,168035,5694
13492,15/02/2021,Punjab,176296,2360,168239,5697
13493,16/02/2021,Punjab,176520,2357,168456,5707
13494,17/02/2021,Punjab,176767,2401,168654,5712
13495,18/02/2021,Punjab,177101,2546,168833,5722
13496,19/02/2021,Punjab,177376,2642,169002,5732
13497,20/02/2021,Punjab,177759,2803,169216,5740
13498,21/02/2021,Punjab,178111,2883,169480,5748
13499,22/02/2021,Punjab,178459,3019,169686,5754
13500,23/02/2021,Punjab,178847,3167,169911,5769
13501,24/02/2021,Punjab,179261,3295,170187,5779
13502,25/02/2021,Punjab,179819,3598,170435,5786
13503,26/02/2021,Punjab,180382,3870,170713,5799
13504,27/02/2021,Punjab,181004,4222,170968,5814
13505,01/03/2021,Punjab,182176,4632,171712,5832
13506,02/03/2021,Punjab,182809,4853,172106,5850
13507,03/03/2021,Punjab,183538,5198,172480,5860
13508,04/03/2021,Punjab,184310,5593,172845,5872
13509,06/03/2021,Punjab,186189,6661,173630,5898
13510,07/03/2021,Punjab,187348,7164,174274,5910
13511,08/03/2021,Punjab,188391,7497,174967,5927
13512,09/03/2021,Punjab,189620,8020,175659,5941
13513,10/03/2021,Punjab,190647,8522,176164,5961
13514,11/03/2021,Punjab,192040,9402,176660,5978
13515,13/03/2021,Punjab,194753,10452,178271,6030
13516,14/03/2021,Punjab,196263,10916,179295,6052
13517,15/03/2021,Punjab,197755,11550,180133,6072
13518,16/03/2021,Punjab,199573,11942,181532,6099
13519,17/03/2021,Punjab,201036,12616,182283,6137
13520,18/03/2021,Punjab,203049,13320,183557,6172
13521,19/03/2021,Punjab,205418,14366,184848,6204
13522,20/03/2021,Punjab,207888,15459,186187,6242
13523,21/03/2021,Punjab,210466,16988,187198,6280
13524,22/03/2021,Punjab,213110,18257,188529,6324
13525,23/03/2021,Punjab,215409,18628,190399,6382
13526,24/03/2021,Punjab,217663,19403,191825,6435
13527,25/03/2021,Punjab,220276,20522,193280,6474
13528,27/03/2021,Punjab,226059,22652,196831,6576
13529,28/03/2021,Punjab,228864,23271,198972,6621
13530,29/03/2021,Punjab,231734,23917,201127,6690
13531,30/03/2021,Punjab,234602,24143,203710,6749
13532,31/03/2021,Punjab,236790,23731,206246,6813
13533,01/04/2021,Punjab,239734,23832,209034,6868
13534,02/04/2021,Punjab,242895,24644,211325,6926
13535,03/04/2021,Punjab,245768,25458,213327,6983
13536,04/04/2021,Punjab,248454,25314,216108,7032
13537,05/04/2021,Punjab,251460,25314,219063,7083
13538,06/04/2021,Punjab,254152,25419,221578,7155
13539,07/04/2021,Punjab,257057,25913,223928,7216
13540,08/04/2021,Punjab,260020,25855,226887,7278
13541,09/04/2021,Punjab,263090,26389,229367,7334
13542,10/04/2021,Punjab,266494,27219,231885,7390
13543,11/04/2021,Punjab,269733,28015,234270,7448
13544,12/04/2021,Punjab,272772,27874,237391,7507
13545,13/04/2021,Punjab,276223,27866,240798,7559
13546,14/04/2021,Punjab,279203,28184,243410,7609
13547,15/04/2021,Punjab,282505,28250,246583,7672
13548,16/04/2021,Punjab,286816,30033,249061,7722
13549,17/04/2021,Punjab,290707,30745,252190,7772
13550,18/04/2021,Punjab,295138,32499,254805,7834
13551,19/04/2021,Punjab,300038,34190,257946,7902
13552,20/04/2021,Punjab,304660,35311,261364,7985
13553,21/04/2021,Punjab,309316,36709,264562,8045
13554,22/04/2021,Punjab,314269,38866,267289,8114
13555,23/04/2021,Punjab,319719,40584,270946,8189
13556,24/04/2021,Punjab,326447,43943,274240,8264
13557,25/04/2021,Punjab,332110,46565,277189,8356
13558,26/04/2021,Punjab,339090,48154,282504,8432
13559,27/04/2021,Punjab,345366,49894,286942,8530
13560,28/04/2021,Punjab,351282,51936,290716,8630
13561,29/04/2021,Punjab,358186,53426,295988,8772
13562,30/04/2021,Punjab,364910,54954,301047,8909
13563,01/05/2021,Punjab,370973,55798,306153,9022
13564,02/05/2021,Punjab,377990,58229,310601,9160
13565,03/05/2021,Punjab,385270,60108,315845,9317
13566,04/05/2021,Punjab,392042,60709,321861,9472
13567,05/05/2021,Punjab,399556,61935,327976,9645
13568,06/05/2021,Punjab,407509,63007,334677,9825
13569,07/05/2021,Punjab,416350,66568,339803,9979
13570,08/05/2021,Punjab,424647,69724,344779,10144
13571,09/05/2021,Punjab,433689,71948,351426,10315
13572,10/05/2021,Punjab,442125,74343,357276,10506
13573,11/05/2021,Punjab,450674,75800,364170,10704
13574,12/05/2021,Punjab,459268,76856,371494,10918
13575,13/05/2021,Punjab,467539,79963,376465,11111
13576,14/05/2021,Punjab,467539,79963,376465,11111
13577,15/05/2021,Punjab,475949,79950,384702,11297
13578,16/05/2021,Punjab,490755,77789,401273,11693
13579,17/05/2021,Punjab,497705,75478,410332,11895
13580,18/05/2021,Punjab,504586,73616,418884,12086
13581,19/05/2021,Punjab,511652,72277,427058,12317
13582,20/05/2021,Punjab,517954,70499,434930,12525
13583,21/05/2021,Punjab,523423,67041,443666,12716
13584,22/05/2021,Punjab,528676,63470,452318,12888
13585,23/05/2021,Punjab,533973,61203,459681,13089
13586,24/05/2021,Punjab,538994,57505,468208,13281
13587,25/05/2021,Punjab,543475,54996,475011,13468
13588,26/05/2021,Punjab,548231,53127,481462,13642
13589,27/05/2021,Punjab,552235,50549,487859,13827
13590,28/05/2021,Punjab,556089,48231,493854,14004
13591,30/05/2021,Punjab,562831,42177,506349,14305
13592,31/05/2021,Punjab,565415,39263,511720,14432
13593,01/06/2021,Punjab,567607,36433,516624,14550
13594,02/06/2021,Punjab,569756,33444,521663,14649
13595,03/06/2021,Punjab,571970,31133,526089,14748
13596,04/06/2021,Punjab,574114,28673,530601,14840
13597,05/06/2021,Punjab,576119,26277,534915,14927
13598,06/06/2021,Punjab,577997,24454,538534,15009
13599,07/06/2021,Punjab,579560,22160,542324,15076
13600,08/06/2021,Punjab,580829,19995,545674,15160
13601,09/06/2021,Punjab,582081,18546,548316,15219
13602,10/06/2021,Punjab,583474,17344,550837,15293
13603,11/06/2021,Punjab,584785,16244,553174,15367
13604,12/06/2021,Punjab,585986,15306,555245,15435
13605,13/06/2021,Punjab,586947,14064,557380,15503
13606,14/06/2021,Punjab,587903,12981,559360,15562
13607,15/06/2021,Punjab,588525,11913,561010,15602
13608,16/06/2021,Punjab,589153,10802,562701,15650
13609,17/06/2021,Punjab,589828,10046,564084,15698
13610,18/06/2021,Punjab,590556,9479,565339,15738
13611,19/06/2021,Punjab,591168,8829,566568,15771
13612,20/06/2021,Punjab,591762,8077,567883,15802
13613,21/06/2021,Punjab,592303,7421,569056,15826
13614,22/06/2021,Punjab,592658,6477,570327,15854
13615,23/06/2021,Punjab,593063,5968,571207,15888
13616,25/06/2021,Punjab,593941,5274,572723,15944
13617,26/06/2021,Punjab,594279,4832,573491,15956
13618,27/06/2021,Punjab,594586,4376,574231,15979
13619,28/06/2021,Punjab,594883,4020,574872,15991
13620,29/06/2021,Punjab,595136,3639,575486,16011
13621,30/06/2021,Punjab,595351,3347,575971,16033
13622,01/07/2021,Punjab,595609,3134,576423,16052
13623,02/07/2021,Punjab,595899,2961,576866,16072
13624,03/07/2021,Punjab,596094,2752,577256,16086
13625,04/07/2021,Punjab,596265,2538,577624,16103
13626,05/07/2021,Punjab,596416,2324,577982,16110
13627,06/07/2021,Punjab,596550,2118,578310,16122
13628,07/07/2021,Punjab,596736,2015,578590,16131
13629,08/07/2021,Punjab,596970,1964,578865,16141
13630,09/07/2021,Punjab,597195,1927,579111,16157
13631,10/07/2021,Punjab,597347,1809,579370,16168
13632,11/07/2021,Punjab,597469,1674,579618,16177
13633,12/07/2021,Punjab,597598,1583,579829,16186
13634,13/07/2021,Punjab,597714,1494,580027,16193
13635,14/07/2021,Punjab,597821,1427,580195,16199
13636,15/07/2021,Punjab,597929,1386,580336,16207
13637,16/07/2021,Punjab,598027,1332,580483,16212
13638,17/07/2021,Punjab,598130,1238,580677,16215
13639,18/07/2021,Punjab,598248,1153,580871,16224
13640,19/07/2021,Punjab,598334,1046,581055,16233
13641,21/07/2021,Punjab,598455,899,581312,16244
13642,22/07/2021,Punjab,598521,869,581406,16246
13643,12/03/2020,Rajasthan,3,3,0,0
13644,13/03/2020,Rajasthan,3,3,0,0
13645,14/03/2020,Rajasthan,3,2,1,0
13646,15/03/2020,Rajasthan,4,4,0,0
13647,16/03/2020,Rajasthan,4,1,3,0
13648,17/03/2020,Rajasthan,4,1,3,0
13649,18/03/2020,Rajasthan,4,1,3,0
13650,19/03/2020,Rajasthan,7,4,3,0
13651,20/03/2020,Rajasthan,7,4,3,0
13652,21/03/2020,Rajasthan,17,14,3,0
13653,22/03/2020,Rajasthan,24,21,3,0
13654,23/03/2020,Rajasthan,28,25,3,0
13655,24/03/2020,Rajasthan,33,30,3,0
13656,25/03/2020,Rajasthan,32,29,3,0
13657,26/03/2020,Rajasthan,38,35,3,0
13658,27/03/2020,Rajasthan,41,38,3,0
13659,28/03/2020,Rajasthan,54,51,3,0
13660,29/03/2020,Rajasthan,54,51,3,0
13661,30/03/2020,Rajasthan,57,54,3,0
13662,31/03/2020,Rajasthan,74,71,3,0
13663,01/04/2020,Rajasthan,93,90,3,0
13664,02/04/2020,Rajasthan,108,105,3,0
13665,03/04/2020,Rajasthan,133,130,3,0
13666,04/04/2020,Rajasthan,179,176,3,0
13667,05/04/2020,Rajasthan,200,179,21,0
13668,06/04/2020,Rajasthan,253,232,21,0
13669,07/04/2020,Rajasthan,288,264,21,3
13670,08/04/2020,Rajasthan,328,304,21,3
13671,09/04/2020,Rajasthan,381,357,21,3
13672,10/04/2020,Rajasthan,463,439,21,3
13673,11/04/2020,Rajasthan,553,529,21,3
13674,12/04/2020,Rajasthan,700,676,21,3
13675,13/04/2020,Rajasthan,772,748,21,3
13676,14/04/2020,Rajasthan,873,849,21,3
13677,15/04/2020,Rajasthan,969,819,147,3
13678,16/04/2020,Rajasthan,1023,873,147,3
13679,17/04/2020,Rajasthan,1131,964,164,3
13680,18/04/2020,Rajasthan,1229,1035,183,11
13681,19/04/2020,Rajasthan,1351,1157,183,11
13682,20/04/2020,Rajasthan,1478,1281,183,14
13683,21/04/2020,Rajasthan,1576,1346,205,25
13684,22/04/2020,Rajasthan,1659,1404,230,25
13685,23/04/2020,Rajasthan,1890,1633,230,27
13686,24/04/2020,Rajasthan,1964,1707,230,27
13687,25/04/2020,Rajasthan,2034,1777,230,27
13688,26/04/2020,Rajasthan,2083,1557,493,33
13689,27/04/2020,Rajasthan,2185,1634,518,33
13690,28/04/2020,Rajasthan,2262,1547,669,46
13691,29/04/2020,Rajasthan,2364,1545,768,51
13692,30/04/2020,Rajasthan,2438,1619,768,51
13693,01/05/2020,Rajasthan,2584,1690,836,58
13694,02/05/2020,Rajasthan,2666,1488,1116,62
13695,03/05/2020,Rajasthan,2770,1584,1121,65
13696,04/05/2020,Rajasthan,2886,1459,1356,71
13697,05/05/2020,Rajasthan,3061,1590,1394,77
13698,06/05/2020,Rajasthan,3158,1544,1525,89
13699,07/05/2020,Rajasthan,3317,1629,1596,92
13700,08/05/2020,Rajasthan,3427,1734,1596,97
13701,09/05/2020,Rajasthan,3579,1562,1916,101
13702,10/05/2020,Rajasthan,3708,1576,2026,106
13703,11/05/2020,Rajasthan,3814,1531,2176,107
13704,12/05/2020,Rajasthan,3988,1611,2264,113
13705,13/05/2020,Rajasthan,4126,1631,2378,117
13706,14/05/2020,Rajasthan,4328,1748,2459,121
13707,15/05/2020,Rajasthan,4534,1829,2580,125
13708,16/05/2020,Rajasthan,4727,1925,2677,125
13709,17/05/2020,Rajasthan,4960,1995,2839,126
13710,18/05/2020,Rajasthan,5202,2079,2992,131
